StateFIPSCode,CountyFIPSCode,County Name/State Abbreviation,Period,UnemploymentRate(%)
37,181,"Vance County, NC",Oct-20,8.9 
37,183,"Wake County, NC",Oct-20,5.2 
37,185,"Warren County, NC",Oct-20,8.4 
37,187,"Washington County, NC",Oct-20,7.7 
37,189,"Watauga County, NC",Oct-20,4.0 
37,191,"Wayne County, NC",Oct-20,5.8 
37,193,"Wilkes County, NC",Oct-20,5.2 
37,195,"Wilson County, NC",Oct-20,7.6 
37,197,"Yadkin County, NC",Oct-20,5.2 
37,199,"Yancey County, NC",Oct-20,5.2 
38,001,"Adams County, ND",Oct-20,3.1 
38,003,"Barnes County, ND",Oct-20,2.4 
38,005,"Benson County, ND",Oct-20,5.4 
38,007,"Billings County, ND",Oct-20,4.0 
38,009,"Bottineau County, ND",Oct-20,3.9 
38,011,"Bowman County, ND",Oct-20,2.7 
38,013,"Burke County, ND",Oct-20,4.8 
38,015,"Burleigh County, ND",Oct-20,3.0 
38,017,"Cass County, ND",Oct-20,3.0 
38,019,"Cavalier County, ND",Oct-20,2.3 
38,021,"Dickey County, ND",Oct-20,2.2 
38,023,"Divide County, ND",Oct-20,3.3 
38,025,"Dunn County, ND",Oct-20,4.8 
38,027,"Eddy County, ND",Oct-20,3.1 
38,029,"Emmons County, ND",Oct-20,3.3 
38,031,"Foster County, ND",Oct-20,2.6 
38,033,"Golden Valley County, ND",Oct-20,2.7 
38,035,"Grand Forks County, ND",Oct-20,2.9 
38,037,"Grant County, ND",Oct-20,1.7 
38,039,"Griggs County, ND",Oct-20,2.1 
38,041,"Hettinger County, ND",Oct-20,3.5 
38,043,"Kidder County, ND",Oct-20,3.2 
38,045,"LaMoure County, ND",Oct-20,1.9 
38,047,"Logan County, ND",Oct-20,1.8 
38,049,"McHenry County, ND",Oct-20,3.8 
38,051,"McIntosh County, ND",Oct-20,2.5 
38,053,"McKenzie County, ND",Oct-20,8.5 
38,055,"McLean County, ND",Oct-20,3.1 
38,057,"Mercer County, ND",Oct-20,4.2 
38,059,"Morton County, ND",Oct-20,3.6 
38,061,"Mountrail County, ND",Oct-20,5.4 
38,063,"Nelson County, ND",Oct-20,3.5 
38,065,"Oliver County, ND",Oct-20,4.0 
38,067,"Pembina County, ND",Oct-20,2.9 
38,069,"Pierce County, ND",Oct-20,2.6 
38,071,"Ramsey County, ND",Oct-20,2.8 
38,073,"Ransom County, ND",Oct-20,2.0 
38,075,"Renville County, ND",Oct-20,3.7 
38,077,"Richland County, ND",Oct-20,2.1 
38,079,"Rolette County, ND",Oct-20,10.8 
38,081,"Sargent County, ND",Oct-20,2.6 
38,083,"Sheridan County, ND",Oct-20,3.7 
38,085,"Sioux County, ND",Oct-20,3.5 
38,087,"Slope County, ND",Oct-20,2.5 
38,089,"Stark County, ND",Oct-20,7.3 
38,091,"Steele County, ND",Oct-20,2.3 
38,093,"Stutsman County, ND",Oct-20,2.5 
38,095,"Towner County, ND",Oct-20,2.0 
38,097,"Traill County, ND",Oct-20,2.0 
38,099,"Walsh County, ND",Oct-20,2.9 
38,101,"Ward County, ND",Oct-20,4.9 
38,103,"Wells County, ND",Oct-20,2.8 
38,105,"Williams County, ND",Oct-20,11.5 
39,001,"Adams County, OH",Oct-20,6.0 
39,003,"Allen County, OH",Oct-20,6.0 
39,005,"Ashland County, OH",Oct-20,4.3 
39,007,"Ashtabula County, OH",Oct-20,5.9 
39,009,"Athens County, OH",Oct-20,5.0 
39,011,"Auglaize County, OH",Oct-20,4.2 
39,013,"Belmont County, OH",Oct-20,6.7 
39,015,"Brown County, OH",Oct-20,5.7 
39,017,"Butler County, OH",Oct-20,5.3 
39,019,"Carroll County, OH",Oct-20,6.3 
39,021,"Champaign County, OH",Oct-20,4.5 
39,023,"Clark County, OH",Oct-20,5.6 
39,025,"Clermont County, OH",Oct-20,4.7 
39,027,"Clinton County, OH",Oct-20,5.8 
39,029,"Columbiana County, OH",Oct-20,6.3 
39,031,"Coshocton County, OH",Oct-20,5.9 
39,033,"Crawford County, OH",Oct-20,5.7 
39,035,"Cuyahoga County, OH",Oct-20,7.4 
39,037,"Darke County, OH",Oct-20,4.1 
39,039,"Defiance County, OH",Oct-20,4.7 
39,041,"Delaware County, OH",Oct-20,3.9 
39,043,"Erie County, OH",Oct-20,6.9 
39,045,"Fairfield County, OH",Oct-20,4.8 
39,047,"Fayette County, OH",Oct-20,5.2 
39,049,"Franklin County, OH",Oct-20,6.0 
39,051,"Fulton County, OH",Oct-20,4.4 
39,053,"Gallia County, OH",Oct-20,5.1 
39,055,"Geauga County, OH",Oct-20,4.1 
39,057,"Greene County, OH",Oct-20,4.6 
39,059,"Guernsey County, OH",Oct-20,6.0 
39,061,"Hamilton County, OH",Oct-20,6.0 
39,063,"Hancock County, OH",Oct-20,4.2 
39,065,"Hardin County, OH",Oct-20,5.0 
39,067,"Harrison County, OH",Oct-20,6.8 
39,069,"Henry County, OH",Oct-20,4.6 
39,071,"Highland County, OH",Oct-20,5.6 
39,073,"Hocking County, OH",Oct-20,4.8 
39,075,"Holmes County, OH",Oct-20,2.5 
39,077,"Huron County, OH",Oct-20,5.4 
39,079,"Jackson County, OH",Oct-20,5.9 
39,081,"Jefferson County, OH",Oct-20,7.4 
39,083,"Knox County, OH",Oct-20,4.1 
39,085,"Lake County, OH",Oct-20,5.3 
39,087,"Lawrence County, OH",Oct-20,5.4 
39,089,"Licking County, OH",Oct-20,4.6 
39,091,"Logan County, OH",Oct-20,4.5 
39,093,"Lorain County, OH",Oct-20,6.1 
39,095,"Lucas County, OH",Oct-20,7.0 
39,097,"Madison County, OH",Oct-20,4.2 
39,099,"Mahoning County, OH",Oct-20,7.4 
39,101,"Marion County, OH",Oct-20,5.4 
39,103,"Medina County, OH",Oct-20,4.5 
39,105,"Meigs County, OH",Oct-20,6.6 
39,107,"Mercer County, OH",Oct-20,3.3 
39,109,"Miami County, OH",Oct-20,4.7 
39,111,"Monroe County, OH",Oct-20,6.8 
39,113,"Montgomery County, OH",Oct-20,6.4 
39,115,"Morgan County, OH",Oct-20,6.2 
39,117,"Morrow County, OH",Oct-20,4.7 
39,119,"Muskingum County, OH",Oct-20,5.2 
39,121,"Noble County, OH",Oct-20,6.9 
39,123,"Ottawa County, OH",Oct-20,5.5 
39,125,"Paulding County, OH",Oct-20,4.3 
39,127,"Perry County, OH",Oct-20,6.1 
39,129,"Pickaway County, OH",Oct-20,4.8 
39,131,"Pike County, OH",Oct-20,6.3 
39,133,"Portage County, OH",Oct-20,5.2 
39,135,"Preble County, OH",Oct-20,4.4 
39,137,"Putnam County, OH",Oct-20,3.1 
39,139,"Richland County, OH",Oct-20,5.8 
39,141,"Ross County, OH",Oct-20,5.2 
39,143,"Sandusky County, OH",Oct-20,5.1 
39,145,"Scioto County, OH",Oct-20,6.0 
39,147,"Seneca County, OH",Oct-20,4.8 
39,149,"Shelby County, OH",Oct-20,4.7 
39,151,"Stark County, OH",Oct-20,5.7 
39,153,"Summit County, OH",Oct-20,6.2 
39,155,"Trumbull County, OH",Oct-20,7.4 
39,157,"Tuscarawas County, OH",Oct-20,5.0 
39,159,"Union County, OH",Oct-20,3.8 
39,161,"Van Wert County, OH",Oct-20,4.0 
39,163,"Vinton County, OH",Oct-20,5.9 
39,165,"Warren County, OH",Oct-20,4.5 
39,167,"Washington County, OH",Oct-20,5.6 
39,169,"Wayne County, OH",Oct-20,4.0 
39,171,"Williams County, OH",Oct-20,5.0 
39,173,"Wood County, OH",Oct-20,4.5 
39,175,"Wyandot County, OH",Oct-20,3.8 
40,001,"Adair County, OK",Oct-20,5.5 
40,003,"Alfalfa County, OK",Oct-20,3.6 
40,005,"Atoka County, OK",Oct-20,7.8 
40,007,"Beaver County, OK",Oct-20,2.3 
40,009,"Beckham County, OK",Oct-20,8.6 
40,011,"Blaine County, OK",Oct-20,6.2 
40,013,"Bryan County, OK",Oct-20,5.2 
40,015,"Caddo County, OK",Oct-20,6.1 
40,017,"Canadian County, OK",Oct-20,5.6 
40,019,"Carter County, OK",Oct-20,6.7 
40,021,"Cherokee County, OK",Oct-20,5.6 
40,023,"Choctaw County, OK",Oct-20,7.9 
40,025,"Cimarron County, OK",Oct-20,2.1 
40,027,"Cleveland County, OK",Oct-20,5.2 
40,029,"Coal County, OK",Oct-20,7.0 
40,031,"Comanche County, OK",Oct-20,6.2 
40,033,"Cotton County, OK",Oct-20,6.5 
40,035,"Craig County, OK",Oct-20,5.4 
40,037,"Creek County, OK",Oct-20,6.8 
40,039,"Custer County, OK",Oct-20,5.5 
40,041,"Delaware County, OK",Oct-20,5.0 
40,043,"Dewey County, OK",Oct-20,5.1 
40,045,"Ellis County, OK",Oct-20,5.6 
40,047,"Garfield County, OK",Oct-20,5.9 
40,049,"Garvin County, OK",Oct-20,6.7 
40,051,"Grady County, OK",Oct-20,6.1 
40,053,"Grant County, OK",Oct-20,3.5 
40,055,"Greer County, OK",Oct-20,8.0 
40,057,"Harmon County, OK",Oct-20,3.6 
40,059,"Harper County, OK",Oct-20,3.4 
40,061,"Haskell County, OK",Oct-20,7.9 
40,063,"Hughes County, OK",Oct-20,8.0 
40,065,"Jackson County, OK",Oct-20,4.0 
40,067,"Jefferson County, OK",Oct-20,6.6 
40,069,"Johnston County, OK",Oct-20,8.2 
40,071,"Kay County, OK",Oct-20,6.7 
40,073,"Kingfisher County, OK",Oct-20,4.6 
40,075,"Kiowa County, OK",Oct-20,5.3 
40,077,"Latimer County, OK",Oct-20,11.3 
40,079,"Le Flore County, OK",Oct-20,7.4 
40,081,"Lincoln County, OK",Oct-20,5.5 
40,083,"Logan County, OK",Oct-20,5.1 
40,085,"Love County, OK",Oct-20,4.5 
40,087,"McClain County, OK",Oct-20,5.4 
40,089,"McCurtain County, OK",Oct-20,7.0 
40,091,"McIntosh County, OK",Oct-20,8.4 
40,093,"Major County, OK",Oct-20,5.4 
40,095,"Marshall County, OK",Oct-20,5.7 
40,097,"Mayes County, OK",Oct-20,5.4 
40,099,"Murray County, OK",Oct-20,6.4 
40,101,"Muskogee County, OK",Oct-20,6.0 
40,103,"Noble County, OK",Oct-20,3.7 
40,105,"Nowata County, OK",Oct-20,5.8 
40,107,"Okfuskee County, OK",Oct-20,6.7 
40,109,"Oklahoma County, OK",Oct-20,6.3 
40,111,"Okmulgee County, OK",Oct-20,7.8 
40,113,"Osage County, OK",Oct-20,6.7 
40,115,"Ottawa County, OK",Oct-20,4.8 
40,117,"Pawnee County, OK",Oct-20,7.0 
40,119,"Payne County, OK",Oct-20,4.7 
40,121,"Pittsburg County, OK",Oct-20,7.8 
40,123,"Pontotoc County, OK",Oct-20,4.9 
40,125,"Pottawatomie County, OK",Oct-20,6.2 
40,127,"Pushmataha County, OK",Oct-20,6.9 
40,129,"Roger Mills County, OK",Oct-20,4.8 
40,131,"Rogers County, OK",Oct-20,5.9 
40,133,"Seminole County, OK",Oct-20,7.7 
40,135,"Sequoyah County, OK",Oct-20,6.5 
40,137,"Stephens County, OK",Oct-20,8.4 
40,139,"Texas County, OK",Oct-20,2.3 
40,141,"Tillman County, OK",Oct-20,3.9 
40,143,"Tulsa County, OK",Oct-20,6.6 
40,145,"Wagoner County, OK",Oct-20,5.9 
40,147,"Washington County, OK",Oct-20,6.0 
40,149,"Washita County, OK",Oct-20,7.4 
40,151,"Woods County, OK",Oct-20,3.1 
40,153,"Woodward County, OK",Oct-20,7.7 
41,001,"Baker County, OR",Oct-20,5.6 
41,003,"Benton County, OR",Oct-20,4.7 
41,005,"Clackamas County, OR",Oct-20,6.3 
41,007,"Clatsop County, OR",Oct-20,6.7 
41,009,"Columbia County, OR",Oct-20,6.7 
41,011,"Coos County, OR",Oct-20,6.8 
41,013,"Crook County, OR",Oct-20,7.2 
41,015,"Curry County, OR",Oct-20,6.5 
41,017,"Deschutes County, OR",Oct-20,6.1 
41,019,"Douglas County, OR",Oct-20,6.0 
41,021,"Gilliam County, OR",Oct-20,4.8 
41,023,"Grant County, OR",Oct-20,5.0 
41,025,"Harney County, OR",Oct-20,4.7 
41,027,"Hood River County, OR",Oct-20,4.8 
41,029,"Jackson County, OR",Oct-20,6.2 
41,031,"Jefferson County, OR",Oct-20,6.6 
41,033,"Josephine County, OR",Oct-20,6.5 
41,035,"Klamath County, OR",Oct-20,6.6 
41,037,"Lake County, OR",Oct-20,4.4 
41,039,"Lane County, OR",Oct-20,6.2 
41,041,"Lincoln County, OR",Oct-20,8.1 
41,043,"Linn County, OR",Oct-20,6.3 
41,045,"Malheur County, OR",Oct-20,3.9 
41,047,"Marion County, OR",Oct-20,6.0 
41,049,"Morrow County, OR",Oct-20,4.1 
41,051,"Multnomah County, OR",Oct-20,7.5 
41,053,"Polk County, OR",Oct-20,5.6 
41,055,"Sherman County, OR",Oct-20,4.8 
41,057,"Tillamook County, OR",Oct-20,6.4 
41,059,"Umatilla County, OR",Oct-20,5.2 
41,061,"Union County, OR",Oct-20,5.4 
41,063,"Wallowa County, OR",Oct-20,4.9 
41,065,"Wasco County, OR",Oct-20,5.7 
41,067,"Washington County, OR",Oct-20,5.7 
41,069,"Wheeler County, OR",Oct-20,4.1 
41,071,"Yamhill County, OR",Oct-20,5.5 
42,001,"Adams County, PA",Oct-20,4.5 
42,003,"Allegheny County, PA",Oct-20,7.0 
42,005,"Armstrong County, PA",Oct-20,6.9 
42,007,"Beaver County, PA",Oct-20,7.7 
42,009,"Bedford County, PA",Oct-20,6.6 
42,011,"Berks County, PA",Oct-20,6.8 
42,013,"Blair County, PA",Oct-20,6.0 
42,015,"Bradford County, PA",Oct-20,5.6 
42,017,"Bucks County, PA",Oct-20,6.3 
42,019,"Butler County, PA",Oct-20,5.4 
42,021,"Cambria County, PA",Oct-20,6.5 
42,023,"Cameron County, PA",Oct-20,7.6 
42,025,"Carbon County, PA",Oct-20,6.8 
42,027,"Centre County, PA",Oct-20,4.2 
42,029,"Chester County, PA",Oct-20,4.9 
42,031,"Clarion County, PA",Oct-20,5.3 
42,033,"Clearfield County, PA",Oct-20,6.4 
42,035,"Clinton County, PA",Oct-20,6.1 
42,037,"Columbia County, PA",Oct-20,5.5 
42,039,"Crawford County, PA",Oct-20,6.5 
42,041,"Cumberland County, PA",Oct-20,4.9 
42,043,"Dauphin County, PA",Oct-20,6.9 
42,045,"Delaware County, PA",Oct-20,7.3 
42,047,"Elk County, PA",Oct-20,8.2 
42,049,"Erie County, PA",Oct-20,7.7 
42,051,"Fayette County, PA",Oct-20,8.6 
42,053,"Forest County, PA",Oct-20,6.8 
42,055,"Franklin County, PA",Oct-20,5.8 
42,057,"Fulton County, PA",Oct-20,9.9 
42,059,"Greene County, PA",Oct-20,7.1 
42,061,"Huntingdon County, PA",Oct-20,7.8 
42,063,"Indiana County, PA",Oct-20,6.1 
42,065,"Jefferson County, PA",Oct-20,6.0 
42,067,"Juniata County, PA",Oct-20,4.5 
42,069,"Lackawanna County, PA",Oct-20,7.5 
42,071,"Lancaster County, PA",Oct-20,5.2 
42,073,"Lawrence County, PA",Oct-20,7.6 
42,075,"Lebanon County, PA",Oct-20,5.9 
42,077,"Lehigh County, PA",Oct-20,7.4 
42,079,"Luzerne County, PA",Oct-20,8.7 
42,081,"Lycoming County, PA",Oct-20,7.0 
42,083,"McKean County, PA",Oct-20,6.6 
42,085,"Mercer County, PA",Oct-20,7.7 
42,087,"Mifflin County, PA",Oct-20,6.0 
42,089,"Monroe County, PA",Oct-20,8.7 
42,091,"Montgomery County, PA",Oct-20,6.0 
42,093,"Montour County, PA",Oct-20,4.5 
42,095,"Northampton County, PA",Oct-20,6.6 
42,097,"Northumberland County, PA",Oct-20,6.8 
42,099,"Perry County, PA",Oct-20,4.6 
42,101,"Philadelphia County/city, PA",Oct-20,10.8 
42,103,"Pike County, PA",Oct-20,8.0 
42,105,"Potter County, PA",Oct-20,6.6 
42,107,"Schuylkill County, PA",Oct-20,6.9 
42,109,"Snyder County, PA",Oct-20,4.5 
42,111,"Somerset County, PA",Oct-20,6.4 
42,113,"Sullivan County, PA",Oct-20,6.4 
42,115,"Susquehanna County, PA",Oct-20,5.4 
42,117,"Tioga County, PA",Oct-20,6.4 
42,119,"Union County, PA",Oct-20,4.6 
42,121,"Venango County, PA",Oct-20,6.8 
42,123,"Warren County, PA",Oct-20,6.1 
42,125,"Washington County, PA",Oct-20,7.1 
42,127,"Wayne County, PA",Oct-20,6.5 
42,129,"Westmoreland County, PA",Oct-20,6.5 
42,131,"Wyoming County, PA",Oct-20,5.9 
42,133,"York County, PA",Oct-20,5.8 
44,001,"Bristol County, RI",Oct-20,5.2 
44,003,"Kent County, RI",Oct-20,5.5 
44,005,"Newport County, RI",Oct-20,5.0 
44,007,"Providence County, RI",Oct-20,7.4 
44,009,"Washington County, RI",Oct-20,4.9 
45,001,"Abbeville County, SC",Oct-20,4.1 
45,003,"Aiken County, SC",Oct-20,3.2 
45,005,"Allendale County, SC",Oct-20,7.4 
45,007,"Anderson County, SC",Oct-20,3.6 
45,009,"Bamberg County, SC",Oct-20,6.6 
45,011,"Barnwell County, SC",Oct-20,5.4 
45,013,"Beaufort County, SC",Oct-20,3.2 
45,015,"Berkeley County, SC",Oct-20,3.8 
45,017,"Calhoun County, SC",Oct-20,4.4 
45,019,"Charleston County, SC",Oct-20,4.2 
45,021,"Cherokee County, SC",Oct-20,5.2 
45,023,"Chester County, SC",Oct-20,6.4 
45,025,"Chesterfield County, SC",Oct-20,4.3 
45,027,"Clarendon County, SC",Oct-20,4.7 
45,029,"Colleton County, SC",Oct-20,4.6 
45,031,"Darlington County, SC",Oct-20,4.7 
45,033,"Dillon County, SC",Oct-20,4.5 
45,035,"Dorchester County, SC",Oct-20,3.9 
45,037,"Edgefield County, SC",Oct-20,3.2 
45,039,"Fairfield County, SC",Oct-20,5.5 
45,041,"Florence County, SC",Oct-20,4.1 
45,043,"Georgetown County, SC",Oct-20,5.1 
45,045,"Greenville County, SC",Oct-20,3.5 
45,047,"Greenwood County, SC",Oct-20,4.6 
45,049,"Hampton County, SC",Oct-20,3.6 
45,051,"Horry County, SC",Oct-20,5.1 
45,053,"Jasper County, SC",Oct-20,3.5 
45,055,"Kershaw County, SC",Oct-20,3.6 
45,057,"Lancaster County, SC",Oct-20,4.7 
45,059,"Laurens County, SC",Oct-20,4.3 
45,061,"Lee County, SC",Oct-20,5.5 
45,063,"Lexington County, SC",Oct-20,3.0 
45,065,"McCormick County, SC",Oct-20,4.7 
45,067,"Marion County, SC",Oct-20,6.2 
45,069,"Marlboro County, SC",Oct-20,6.8 
45,071,"Newberry County, SC",Oct-20,3.3 
45,073,"Oconee County, SC",Oct-20,3.0 
45,075,"Orangeburg County, SC",Oct-20,6.5 
45,077,"Pickens County, SC",Oct-20,3.1 
45,079,"Richland County, SC",Oct-20,4.3 
45,081,"Saluda County, SC",Oct-20,2.7 
45,083,"Spartanburg County, SC",Oct-20,4.2 
45,085,"Sumter County, SC",Oct-20,4.7 
45,087,"Union County, SC",Oct-20,6.1 
45,089,"Williamsburg County, SC",Oct-20,5.7 
45,091,"York County, SC",Oct-20,4.1 
46,003,"Aurora County, SD",Oct-20,2.6 
46,005,"Beadle County, SD",Oct-20,3.0 
46,007,"Bennett County, SD",Oct-20,4.6 
46,009,"Bon Homme County, SD",Oct-20,3.4 
46,011,"Brookings County, SD",Oct-20,3.3 
46,013,"Brown County, SD",Oct-20,3.1 
46,015,"Brule County, SD",Oct-20,3.1 
46,017,"Buffalo County, SD",Oct-20,5.4 
46,019,"Butte County, SD",Oct-20,3.7 
46,021,"Campbell County, SD",Oct-20,2.4 
46,023,"Charles Mix County, SD",Oct-20,4.7 
46,025,"Clark County, SD",Oct-20,3.4 
46,027,"Clay County, SD",Oct-20,3.1 
46,029,"Codington County, SD",Oct-20,3.4 
46,031,"Corson County, SD",Oct-20,4.0 
46,033,"Custer County, SD",Oct-20,4.2 
46,035,"Davison County, SD",Oct-20,2.8 
46,037,"Day County, SD",Oct-20,3.5 
46,039,"Deuel County, SD",Oct-20,3.5 
46,041,"Dewey County, SD",Oct-20,6.1 
46,043,"Douglas County, SD",Oct-20,2.3 
46,045,"Edmunds County, SD",Oct-20,2.5 
46,047,"Fall River County, SD",Oct-20,5.5 
46,049,"Faulk County, SD",Oct-20,3.0 
46,051,"Grant County, SD",Oct-20,2.4 
46,053,"Gregory County, SD",Oct-20,3.0 
46,055,"Haakon County, SD",Oct-20,2.3 
46,057,"Hamlin County, SD",Oct-20,2.5 
46,059,"Hand County, SD",Oct-20,2.3 
46,061,"Hanson County, SD",Oct-20,3.6 
46,063,"Harding County, SD",Oct-20,3.1 
46,065,"Hughes County, SD",Oct-20,2.3 
46,067,"Hutchinson County, SD",Oct-20,2.6 
46,069,"Hyde County, SD",Oct-20,2.5 
46,071,"Jackson County, SD",Oct-20,3.5 
46,073,"Jerauld County, SD",Oct-20,2.2 
46,075,"Jones County, SD",Oct-20,3.1 
46,077,"Kingsbury County, SD",Oct-20,2.6 
46,079,"Lake County, SD",Oct-20,3.0 
46,081,"Lawrence County, SD",Oct-20,3.7 
46,083,"Lincoln County, SD",Oct-20,2.6 
46,085,"Lyman County, SD",Oct-20,3.5 
46,087,"McCook County, SD",Oct-20,2.8 
46,089,"McPherson County, SD",Oct-20,4.7 
46,091,"Marshall County, SD",Oct-20,3.3 
46,093,"Meade County, SD",Oct-20,3.2 
46,095,"Mellette County, SD",Oct-20,4.3 
46,097,"Miner County, SD",Oct-20,4.3 
46,099,"Minnehaha County, SD",Oct-20,3.1 
46,101,"Moody County, SD",Oct-20,2.9 
46,102,"Oglala Lakota County, SD",Oct-20,11.2 
46,103,"Pennington County, SD",Oct-20,3.8 
46,105,"Perkins County, SD",Oct-20,3.7 
46,107,"Potter County, SD",Oct-20,3.0 
46,109,"Roberts County, SD",Oct-20,3.7 
46,111,"Sanborn County, SD",Oct-20,3.3 
46,115,"Spink County, SD",Oct-20,3.0 
46,117,"Stanley County, SD",Oct-20,2.7 
46,119,"Sully County, SD",Oct-20,2.3 
46,121,"Todd County, SD",Oct-20,5.2 
46,123,"Tripp County, SD",Oct-20,2.4 
46,125,"Turner County, SD",Oct-20,2.6 
46,127,"Union County, SD",Oct-20,3.7 
46,129,"Walworth County, SD",Oct-20,4.4 
46,135,"Yankton County, SD",Oct-20,3.5 
46,137,"Ziebach County, SD",Oct-20,4.1 
47,001,"Anderson County, TN",Oct-20,6.6 
47,003,"Bedford County, TN",Oct-20,6.8 
47,005,"Benton County, TN",Oct-20,8.2 
47,007,"Bledsoe County, TN",Oct-20,8.7 
47,009,"Blount County, TN",Oct-20,5.9 
47,011,"Bradley County, TN",Oct-20,6.6 
47,013,"Campbell County, TN",Oct-20,7.6 
47,015,"Cannon County, TN",Oct-20,5.9 
47,017,"Carroll County, TN",Oct-20,7.7 
47,019,"Carter County, TN",Oct-20,7.2 
47,021,"Cheatham County, TN",Oct-20,5.3 
47,023,"Chester County, TN",Oct-20,5.8 
47,025,"Claiborne County, TN",Oct-20,6.5 
47,027,"Clay County, TN",Oct-20,8.0 
47,029,"Cocke County, TN",Oct-20,7.9 
47,031,"Coffee County, TN",Oct-20,6.5 
47,033,"Crockett County, TN",Oct-20,6.1 
47,035,"Cumberland County, TN",Oct-20,7.4 
47,037,"Davidson County, TN",Oct-20,6.9 
47,039,"Decatur County, TN",Oct-20,8.3 
47,041,"DeKalb County, TN",Oct-20,8.3 
47,043,"Dickson County, TN",Oct-20,5.5 
47,045,"Dyer County, TN",Oct-20,8.1 
47,047,"Fayette County, TN",Oct-20,7.4 
47,049,"Fentress County, TN",Oct-20,7.7 
47,051,"Franklin County, TN",Oct-20,6.1 
47,053,"Gibson County, TN",Oct-20,7.5 
47,055,"Giles County, TN",Oct-20,6.9 
47,057,"Grainger County, TN",Oct-20,7.2 
47,059,"Greene County, TN",Oct-20,8.0 
47,061,"Grundy County, TN",Oct-20,8.4 
47,063,"Hamblen County, TN",Oct-20,6.6 
47,065,"Hamilton County, TN",Oct-20,6.7 
47,067,"Hancock County, TN",Oct-20,9.5 
47,069,"Hardeman County, TN",Oct-20,9.2 
47,071,"Hardin County, TN",Oct-20,7.6 
47,073,"Hawkins County, TN",Oct-20,7.4 
47,075,"Haywood County, TN",Oct-20,9.5 
47,077,"Henderson County, TN",Oct-20,7.4 
47,079,"Henry County, TN",Oct-20,7.5 
47,081,"Hickman County, TN",Oct-20,5.9 
47,083,"Houston County, TN",Oct-20,8.2 
47,085,"Humphreys County, TN",Oct-20,6.3 
47,087,"Jackson County, TN",Oct-20,7.3 
47,089,"Jefferson County, TN",Oct-20,6.4 
47,091,"Johnson County, TN",Oct-20,6.6 
47,093,"Knox County, TN",Oct-20,5.6 
47,095,"Lake County, TN",Oct-20,10.1 
47,097,"Lauderdale County, TN",Oct-20,10.1 
47,099,"Lawrence County, TN",Oct-20,6.7 
47,101,"Lewis County, TN",Oct-20,7.5 
47,103,"Lincoln County, TN",Oct-20,7.4 
47,105,"Loudon County, TN",Oct-20,6.0 
47,107,"McMinn County, TN",Oct-20,6.9 
47,109,"McNairy County, TN",Oct-20,9.4 
47,111,"Macon County, TN",Oct-20,6.4 
47,113,"Madison County, TN",Oct-20,7.7 
47,115,"Marion County, TN",Oct-20,7.3 
47,117,"Marshall County, TN",Oct-20,6.6 
47,119,"Maury County, TN",Oct-20,6.4 
47,121,"Meigs County, TN",Oct-20,8.3 
47,123,"Monroe County, TN",Oct-20,6.7 
47,125,"Montgomery County, TN",Oct-20,7.6 
47,127,"Moore County, TN",Oct-20,4.6 
47,129,"Morgan County, TN",Oct-20,7.2 
47,131,"Obion County, TN",Oct-20,7.9 
47,133,"Overton County, TN",Oct-20,5.9 
47,135,"Perry County, TN",Oct-20,8.0 
47,137,"Pickett County, TN",Oct-20,5.9 
47,139,"Polk County, TN",Oct-20,7.0 
47,141,"Putnam County, TN",Oct-20,6.2 
47,143,"Rhea County, TN",Oct-20,8.4 
47,145,"Roane County, TN",Oct-20,6.7 
47,147,"Robertson County, TN",Oct-20,5.8 
47,149,"Rutherford County, TN",Oct-20,5.7 
47,151,"Scott County, TN",Oct-20,8.1 
47,153,"Sequatchie County, TN",Oct-20,7.6 
47,155,"Sevier County, TN",Oct-20,5.5 
47,157,"Shelby County, TN",Oct-20,11.0 
47,159,"Smith County, TN",Oct-20,5.4 
47,161,"Stewart County, TN",Oct-20,6.8 
47,163,"Sullivan County, TN",Oct-20,7.5 
47,165,"Sumner County, TN",Oct-20,5.8 
47,167,"Tipton County, TN",Oct-20,7.4 
47,169,"Trousdale County, TN",Oct-20,6.1 
47,171,"Unicoi County, TN",Oct-20,8.7 
47,173,"Union County, TN",Oct-20,6.6 
47,175,"Van Buren County, TN",Oct-20,7.8 
47,177,"Warren County, TN",Oct-20,7.6 
47,179,"Washington County, TN",Oct-20,6.3 
47,181,"Wayne County, TN",Oct-20,7.7 
47,183,"Weakley County, TN",Oct-20,6.5 
47,185,"White County, TN",Oct-20,6.5 
47,187,"Williamson County, TN",Oct-20,4.6 
47,189,"Wilson County, TN",Oct-20,5.6 
48,001,"Anderson County, TX",Oct-20,5.4 
48,003,"Andrews County, TX",Oct-20,7.6 
48,005,"Angelina County, TX",Oct-20,7.0 
48,007,"Aransas County, TX",Oct-20,7.7 
48,009,"Archer County, TX",Oct-20,4.8 
48,011,"Armstrong County, TX",Oct-20,3.8 
48,013,"Atascosa County, TX",Oct-20,7.9 
48,015,"Austin County, TX",Oct-20,6.1 
48,017,"Bailey County, TX",Oct-20,4.3 
48,019,"Bandera County, TX",Oct-20,5.1 
48,021,"Bastrop County, TX",Oct-20,5.1 
48,023,"Baylor County, TX",Oct-20,3.3 
48,025,"Bee County, TX",Oct-20,9.9 
48,027,"Bell County, TX",Oct-20,6.2 
48,029,"Bexar County, TX",Oct-20,6.4 
